User_ID,annual_income,number_of_children,proximity_town,sum
1001533,68184.29807,0,6.162891861,64629
1001535,0,0,4.97857192,22638
1001536,0,0,53.33199477,24052
1001538,86596.68379,1,73.7466571,86100
1001540,129818.0004,0,36.2553328,100990
1001541,28738.0172,1,36.53747714,22947
1001542,454775.96,0,11.78113527,453829
1001543,133102.412,1,0.83452552,115652
1001544,156953.4623,0,21.77846232,155896
1001545,123247.3183,1,9.59991125,98337
1001546,158257.5582,0,19.46225946,231552
1001547,227254.4087,2,11.7834944,144674
1001548,63059.89206,3,2.66154741,19544
1001550,37431.77501,1,3.577326,27364
1001551,217410.9648,4,1.424365551,186380
1001552,202316.8894,1,4.456678352,189188
1001553,25872.72423,1,7.27853726,19935
1001554,14994.89288,2,42.11459333,17864
1001555,82401.63312,1,3.89989451,76758
1001556,216099.9108,0,23.561943,254448
1001557,35007.85021,0,48.9658834,34744
1001560,84923.29377,2,2.386626224,115512
1001561,201581.1717,2,18.39226829,156310
1001562,0,1,2.325844186,10712
1001563,75296.1545,0,27.43852195,64307
1001564,57112.93337,0,5.94619932,106316
1001565,0,1,19.14671746,14089
1001567,81614.78024,0,21.8652928,93035
1001569,39265.93336,1,4.28664951,48036
1001570,44372.91128,3,12.178472,56231
1001571,184577.8999,0,11.7777921,126828
1001572,0,1,41.9367374,35466
1001574,33661.29925,0,1.886484,14905
1001575,33872.4348,0,33.86189116,46491
1001576,31766.33593,1,6.498712867,54785
1001577,138200.8339,2,43.187974,128617
1001578,0,1,42.36861797,2948
1001579,782261.7589,0,5.96232368,799914
1001581,0,0,16.87231853,15111
1001582,30623.62714,1,6.387794541,25165
1001583,16826.16969,1,3.8384899,9931
1001584,260861.8448,2,17.4772823,230560
1001585,111942.2835,1,,110628
1001586,432805.4639,3,22.377221,440153
1001587,332263.5271,0,7.47653396,362089
1001588,10080.46362,0,25.742942,36466
1001589,75468.92116,0,9.355273364,87264
1001590,1547.730936,1,7.4552674,20857
1001591,214570.2773,0,59.61953587,252213
1001592,286417.1188,2,18.15263945,274483
1001593,150389.3921,0,3.128121291,146408
1001594,97920.16953,0,14.6813291,85404
1001595,138129.4632,1,24.79636337,85595
1001597,102915.2132,1,32.1956498,131640
1001598,156460.6916,2,22.96615658,162614
1001599,318807.3949,1,4.117374,335768
1001600,356197.2003,0,9.18557512,322885
1001601,122908.8313,3,7.46526621,126815
1001602,103989.2989,1,2.61469471,83171
1001603,61383.01514,1,11.77331,74508
1001605,497483.9139,2,28.79316892,490710
1001606,56873.52178,0,17.81681744,71133
1001607,199987.063,1,11.9854194,211906
1001608,0,0,53.25335837,46724
1001609,198479.0115,0,49.4222441,204809
1001610,61944.38817,0,5.7869181,5393
1001611,318382.196,2,12.5697651,383622
1001612,29164.73633,2,5.81571155,5450
1001613,625017.9111,4,5.64745475,609677
1001614,8612.456153,0,3.35735322,15300
1001616,242109.6448,4,54.1384694,208987
1001617,158706.7209,2,4.434829896,140514
1001618,28171.62522,0,19.1863476,30215
1001619,43785.56416,1,23.89673529,14719
1001620,48345.25138,1,4.718861,69035
1001622,19625.05525,2,26.8738763,17817
1001623,113012.7734,0,,99474
1001624,389539.3206,0,2.33177713,316831
1001625,56985.03219,2,6.9193457,25798
1001626,176234.0671,1,,180926
1001627,10360.09477,1,18.31893193,23583
1001628,333587.3694,1,0.81562631,285011
1001629,18762.95479,0,6.292767486,43781
1001630,114390.1278,2,31.4554249,87083
1001631,182663.2411,0,2.65494556,113603
1001632,405557.7666,1,12.1789288,416085
1001634,40946.90088,1,8.966639362,37794
1001635,755806.5054,0,44.28623334,737613
1001636,70544.10908,1,24.432433,94141
1001637,113918.0076,0,3.7791945,91527
1001639,577246.8824,1,6.777453826,570732
1001640,114731.9758,0,1.7111783,95925
1001641,70652.15423,1,,77294
1001642,51625.09963,1,3.54545453,36686
1001643,191829.8975,1,44.6387877,228777
1001644,22920.26667,0,5.121566889,27547
1001645,361768.8752,1,1.25183234,373948
1001646,57703.23564,0,4.3876257,46739
1001647,596575.0722,2,8.673487615,621997
1001648,0,0,9.66155256,75654
1001649,44525.47687,2,,73033
1001650,116289.1227,2,24.436464,117316
1001651,16246.79402,1,4.148685181,28492
1001654,26783.61661,0,18.547661,29602
1001655,140745.6087,2,49.35535946,92365
1001656,0,3,46.278913,32882
1001657,8185.641358,1,7.31529891,19551
1001658,157425.1286,0,1.856758492,173921
1001659,0,2,9.9278377,1835
1001660,16778.51286,0,7.28679237,8580
1001663,37710.33027,1,1.7635346,9973
1001665,93740.15703,1,37.32832987,64501
1001666,204673.6529,2,12.238359,183666
1001667,395901.1141,0,14.6245655,364560
1001668,0,0,5.951179756,17666
1001669,10578.09428,1,2.318672162,29041
1001670,49372.9173,2,9.93767281,49871
1001671,185046.7454,0,16.57581373,198570
1001672,29946.77566,2,27.2844337,15909
1001673,26951.43612,0,11.7716639,23881
1001675,252810.1196,1,16.21369523,259648
1001676,469252.3133,0,5.3595582,397090
1001677,0,2,28.8331156,15509
1001678,68997.98552,1,5.565246679,64729
1001679,88712.03176,0,5.392617138,90965
1001680,802371.0829,2,6.56528984,804346
1001681,26609.65137,2,11.6187496,45613
1001682,15965.97988,1,11.8277972,21314
1001683,47609.35154,0,18.6729597,37195
1001684,45751.66672,0,7.3839673,42973
1001685,143220.3949,2,22.6891556,131131
1001686,51924.73497,0,2.93521598,3584
1001687,71038.45166,0,2.248392798,97464
1001688,54083.13553,1,77.3828217,61291
1001691,76417.9292,0,8.995913875,11592
1001692,52272.14652,1,2.869736959,86242
1001693,187570.394,1,21.2384663,188670
1001694,154436.687,1,1.58526546,165670
1001695,111058.5094,1,2.561959,90103
1001696,167644.829,0,17.53897523,132331
1001697,239829.5995,0,,177751
1001699,139410.6266,0,7.83588529,147561
1001700,12752.53242,1,7.38944973,23306
1001701,15688.40717,1,3.18328574,86974
1001702,4243.297321,1,7.441812726,31203
1001703,42362.2336,1,57.1481915,15283
1001704,40524.88196,0,5.31777233,24100
1001705,0,0,0.62366377,24683
1001706,1277.106054,2,22.87379775,49307
1001707,0,0,52.18656137,29048
1001709,21762.11213,0,38.3791941,47167
1001710,64569.93142,2,7.91124497,40708
1001711,0,2,19.876654,5901
1001712,203305.9909,2,3.166256652,164044
1001713,6572.676035,1,56.87796,7152
1001714,65104.47422,0,7.7144666,69961
1001715,58357.9401,1,5.164572726,39533
1001716,99013.26546,0,1.3829761,42695
1001717,181068.4868,0,17.3344698,127865
1001718,0,1,1.346774489,8676
1001719,4784.762013,1,15.5581427,20933
1001720,0,1,3.485991588,7925
1001721,48816.09459,1,9.933559257,14467
1001722,646.6045553,0,7.872379489,60693
1001723,127319.3336,2,21.8384667,100946
1001724,65286.69151,1,16.186237,88855
1001726,162324.124,1,1.558596,149695
1001727,225251.0435,0,1.871243543,228324
1001728,0,0,14.65146836,26190
1001729,34999.07051,2,52.45964989,7941
1001731,0,1,21.58381772,25500
1001732,40818.43211,0,2.4764463,19364
1001733,323468.7701,1,16.27447955,291195
1001734,0,1,1.2388764,30444
1001735,19467.7577,0,2.416596857,41151
1001736,20331.84653,0,11.3834947,49738
1001737,249877.9569,0,55.98292853,243127
1001738,2943.652639,0,7.8832963,30495
1001739,29191.69611,0,3.57314814,16724
1001740,50128.31765,1,9.37198188,38311
1001741,353025.6675,1,19.7251728,359761
1001742,48661.31996,0,15.8658723,22617
1001743,8152.929665,2,4.67655599,29041
1001744,98101.03196,2,7.9327789,84080
1001745,133116.6365,0,19.6266826,59856
1001746,232227.6748,0,1.65496743,184402
1001747,45396.60545,0,72.883795,26369
1001748,178569.6547,0,51.39742934,155966
1001749,144985.2481,0,11.1297416,145510
1001750,30135.60311,0,2.698979989,23238
1001751,32670.53761,0,22.912835,15791
1001752,202041.5043,1,17.65972362,197660
1001753,145534.0526,0,27.78428639,197931
1001754,28061.5586,0,35.72247573,36058
1001755,161371.2437,0,7.199672492,147096
1001756,0,1,35.1815759,47643
1001757,136681.7293,0,14.77537,194323
1001758,165178.0571,0,6.72278545,155185
1001759,108848.6666,1,33.4521358,75756
1001760,47416.53543,1,,29005
1001761,3506.936445,0,1.344733164,34728
1001762,28886.16377,3,2.551476714,35613
1001763,0,0,14.8694363,7154
1001764,323657.1775,3,4.93131111,328872
1001765,0,1,2.12233764,37680
1001766,0,0,6.22239657,14666
1001767,180887.6214,1,2.36787533,150431
1001768,40977.49731,0,3.288215915,34733
1001769,5293.097555,1,58.313939,16840
1001770,53323.7828,0,38.3698847,26379
1001771,0,1,8.459418298,19606
1001774,39239.37324,1,,3010
1001775,68120.24988,1,5.4214632,47266
1001776,76460.19956,2,132.9971451,72470
1001777,56162.08316,2,28.5847679,38071
1001778,367053.6666,1,1.4246985,290586
1001779,31561.11493,1,5.174648,9785
1001780,176890.53,2,2.444761443,152205
1001781,30173.18078,0,,17919
1001782,0,0,1.24138235,6165
1001784,0,1,3.7337589,2319
1001785,10753.48837,1,5.6959215,28969
1001786,30011.19432,0,5.22918327,6087
1001787,50344.29721,1,7.8684868,15864
1001788,63170.68513,0,34.41242579,31882
1001789,36456.01476,0,9.438449381,15764
1001790,205048.696,1,23.8789589,199882
1001791,117844.2995,0,63.6776928,93170
1001792,0,1,32.2747429,5145
1001793,96734.82772,0,83.174631,60321
1001794,139882.6394,0,11.9132196,126123
1001795,21000.55273,1,2.974287262,36713
1001796,80220.67464,1,8.731914526,46172
1001797,48540.74069,1,43.59518,53013
1001798,47532.15359,1,5.386695127,39347
1001799,54425.09243,1,7.572498786,25881
1001801,27081.13359,2,8.22823795,25623
1001802,81080.69747,1,12.569586,106597
1001803,109731.3776,2,27.952964,73615
1001804,69485.41706,2,16.5932433,53175
1001805,73594.3658,0,0.34363651,66008
1001806,15172.04781,2,11.36142,49044
1001807,60833.54407,2,12.59474157,57097
1001808,15022.26889,0,5.38236165,21503
1001809,43330.70688,2,16.65598678,23013
1001810,23782.7755,1,4.29617449,12457
1001812,327528.8293,1,73.33655239,315863
1001813,14612.17614,1,23.655622,3444
1001815,0,2,19.1214478,7301
1001816,9321.791664,2,5.86923945,7496
1001817,0,1,63.2887692,38706
1001818,8749.606547,1,47.271915,2788
1001819,7409.946616,0,46.27897165,35599
1001820,57986.82499,0,47.51274211,42798
1001822,36169.90057,0,7.249715774,47322
1001823,36025.82397,1,21.7457272,3536
1001824,0,0,45.2315669,20415
1001825,57332.63569,0,52.2783811,37675
1001826,97717.98723,0,4.9476786,12184
1001827,25185.81321,2,26.649498,37446
1001828,81694.65326,1,6.226566268,40307
1001830,86848.83266,2,6.123111,19259
1001831,99154.71322,0,11.3423245,89170
1001832,29001.177,4,34.42559497,9898
1001833,31226.16191,1,29.5425143,29142
1001834,8958.24375,1,12.6384627,8764
1001835,172928.2906,0,23.16372531,243199
1001836,212840.8171,0,11.55718697,210602
1001837,180646.1452,4,6.29218529,190169
1001838,81173.57341,1,34.7125123,25485
1001839,36679.40225,0,5.5996387,15413
1001841,95280.60356,4,0.39569739,64978
1001842,266553.1429,1,0.64828776,237270
1001843,97316.31499,1,,68304
1001845,29736.92771,1,22.6234173,71671
1001847,78396.05009,1,46.286231,42191
1001849,0,1,1.29558495,19447
1001850,36291.05414,0,2.73275884,28573
1001851,109646.7031,2,1.99521145,135374
1001852,62604.85452,1,6.3888447,32181
1001853,11552.07292,1,7.533763769,38574
1001854,27458.89895,0,9.14219911,58117
1001855,64701.60757,0,0.194426985,27290
1001856,53372.44881,2,5.83951219,32495
1001858,86671.02871,3,32.52137,85047
1001859,5246.70106,0,27.1644678,7223
1001860,121730.5526,2,8.195553421,90006
1001861,137280.3353,0,0.7629943,87559
1001862,16006.71159,1,6.575379779,33732
1001863,59154.87227,0,7.53122319,67683
1001865,81399.44496,2,48.5645585,113813
1001866,85371.02234,1,8.8236635,45137
1001867,0,1,0.714453152,7735
1001868,5630.32573,0,9.246111111,11793
1001870,90204.60552,0,17.59136988,55860
1001871,11534.7655,2,12.55833932,28013
1001873,49439.72344,0,28.25643945,56641
1001874,56569.88531,1,16.423428,44742
1001875,71574.17861,3,44.4598536,72928
1001876,0,0,42.89271293,10437
1001877,42133.06972,1,8.424635767,60192
1001878,32434.49362,2,0.7978333,33865
1001879,304530.8978,2,1.382523772,280516
1001880,333912.7197,1,21.29239478,314149
1001882,105510.9805,1,44.42527591,100451
1001883,163368.8067,1,1.2677556,139307
1001884,346124.7076,1,76.48565229,297376
1001885,19528.09862,1,19.7888286,31381
1001886,9773.184097,1,17.3455632,8061
1001887,13020.37936,1,3.81777671,23542
1001888,13506.1594,0,17.7181456,15392
1001889,199723.9063,1,6.6859499,204306
1001891,96638.36949,0,59.815393,89590
1001892,12372.16559,2,1.13625986,25286
1001893,0,1,24.87938967,8728
1001894,88299.82939,0,16.445768,100018
1001895,71734.00308,2,0.99752442,63821
1001896,152554.6671,4,5.354255875,139457
1001897,175079.4486,1,2.355826,178011
1001899,254716.4031,0,3.645321698,228504
1001901,52406.72105,1,2.936774,88488
1001902,63803.5626,0,7.756825,73463
1001903,36126.44425,1,6.74355232,47777
1001904,35438.76801,3,21.31294437,88818
1001905,46902.01763,1,19.82112241,66146
1001907,21555.86554,0,87.95159547,10061
1001908,119879.5683,0,12.657792,74589
1001909,22586.03558,0,19.43441418,57031
1001910,6144.007492,0,4.142655774,10635
1001911,0,1,8.938598596,15272
1001912,272439.3401,0,6.558389416,263237
1001914,0,1,34.8276449,3522
1001916,135929.3881,0,25.34563438,100933
1001917,71081.34808,1,7.27313668,57138
1001918,12377.37744,0,5.3851135,12339
1001920,164539.7949,3,5.64991272,158340
1001921,18225.44684,2,39.41229889,45729
1001922,165759.6872,0,6.392295689,157142
1001923,116470.2695,0,1.88869962,26030
1001925,53346.80243,2,5.684369255,60265
1001926,182353.9871,1,4.99161664,166838
1001927,0,1,91.9231322,8730
1001928,73179.12334,1,12.66994594,51373
1001929,31099.2851,0,1.1944358,17244
1001930,113963.7678,1,2.6255828,108890
1001931,0,0,55.77361378,34696
1001932,107319.5665,1,0.28429397,86141
1001933,12755.14847,2,14.4812469,22239
1001934,10015.85773,1,76.85424461,11585
1001937,59728.20774,1,3.544555,79720
1001938,124279.9539,1,25.7444738,123584
1001939,116083.9728,1,45.98792767,121782
1001940,74068.49596,2,3.113771734,36371
1001941,504184.3969,0,53.141939,496565
1001942,17820.30639,2,4.123165728,7082
1001943,165565.9283,2,12.3352491,196077
1001944,26478.80918,1,11.6248498,42393
1001945,10055.92211,0,4.72689157,33849
1001946,72176.50775,1,1.517711186,60099
1001947,0,1,21.54115437,38475
1001948,43028.21261,2,9.16758965,66686
1001949,66223.35668,1,33.5764385,112495
1001950,78079.91911,0,0.84182913,60425
1001951,0,2,45.6819925,32583
1001952,57005.73192,2,26.6151157,47704
1001953,0,1,11.43165,9985
1001954,18404.45924,1,12.6836844,50907
1001955,77766.18115,1,46.2332145,7175
1001956,31990.23731,0,35.359327,41370
1001957,44654.93186,1,48.3869854,27775
1001958,217044.9639,1,12.35975963,257898
1001960,87831.62672,0,23.34967335,43215
1001961,81553.75574,2,2.169439698,74044
1001962,100666.7714,1,2.739849853,94593
1001963,0,2,61.58551339,31132
1001964,0,0,36.981329,2834
1001965,0,0,6.9662973,7141
1001966,0,3,2.427567238,39164
1001967,0,1,5.637296732,6996
1001968,176568.3121,0,17.35836133,191789
1001969,213893.0757,0,34.4971569,184602
1001970,28042.56894,1,28.5119543,31743
1001971,15755.49123,0,21.9931937,17555
1001972,82911.20308,1,2.21249892,50228
1001973,11683.61754,1,21.633752,9707
1001974,270045.734,2,7.94412785,229796
1001976,5838.200738,1,32.327779,9807
1001977,71281.23472,1,1.21797399,33223
1001978,79742.5787,0,11.866776,68684
1001979,25525.38863,2,3.14269221,16699
1001980,494780.5325,1,38.91755522,471180
1001981,27340.73347,0,29.2912273,20931
1001982,48789.7672,1,12.4665564,63722
1001983,147538.2538,1,5.948861,166391
1001984,112976.0377,2,34.48655235,90031
1001985,52958.20348,2,5.275375,43147
1001986,7061.174334,1,24.8179155,6853
1001988,199693.802,3,3.72149182,217190
1001989,12171.86755,1,21.4857142,19365
1001990,1994.663038,0,0.59527537,22032
1001992,72001.22069,0,16.2736953,20713
1001993,0,0,2.6176667,7090
1001994,0,4,12.24414889,12122
1001995,24924.95035,1,5.56842421,38064
1001996,101443.4197,1,62.86457254,96061
1001997,48506.92048,0,29.67455425,7048
1001998,167816.6652,1,,169939
1001999,0,0,43.585557,12543
1002000,70206.42721,1,1.1998334,44166
1002001,0,1,16.23211812,19476
1002002,84410.03055,1,0.812682498,78068
1002003,87828.59081,3,22.1572482,36474
1002004,67580.11581,0,2.239429114,65515
1002005,42606.5836,1,32.1268837,19669
1002006,0,1,2.16279287,4591
1002007,51391.37815,2,16.35512861,8797
1002008,104866.1978,0,5.246331441,89651
1002009,31786.63599,0,36.68715586,31718
1002010,292962.5955,3,14.27232464,313929
1002011,74212.60908,0,11.49674833,111021
1002012,112509.6955,1,0.32868811,122916
1002013,10569.44865,2,11.6936539,15839
1002014,38317.77117,3,0.13623864,28230
1002015,287991.2412,0,5.44398377,241517
1002016,101591.6842,0,14.1987335,120259
1002017,58047.89701,3,31.8822369,46661
1002018,172086.3409,0,58.378758,179440
1002020,185235.29,1,7.61284319,130765
1002021,157757.5495,1,4.179898574,130855
1002022,19763.56811,0,0.46921292,42074
1002023,66304.85856,1,7.75126128,90398
1002024,60311.20854,1,3.722137882,43258
1002025,59210.79117,1,44.79567284,8304
1002026,131293.7544,1,2.29924736,91106
1002027,55671.19353,2,12.19111539,49351
1002028,0,3,31.6613371,7936
1002029,17013.49967,0,19.537618,32908
1002030,243744.5677,1,1.811382955,228955
1002031,46983.60757,0,3.988268,56438
1002032,44202.55904,1,57.886934,31133
1002033,0,1,18.95367212,6919
1002034,5418.920424,0,47.8975119,6871
1002035,51480.78226,1,5.59584146,72483
1002036,47118.26797,1,3.75833185,8769
1002037,12238.05137,0,17.4899717,9941
1002038,122059.1563,0,12.74778655,107948
1002039,82718.21008,2,3.3656813,22346
1002041,153881.2616,1,5.45856,164109
1002042,4338.441404,0,38.526564,29549
1002043,56017.08213,0,9.61449897,24371
1002044,0,0,5.8538592,10677
1002046,54154.39299,2,6.214456584,37740
1002047,89645.42411,3,0.447677375,115462
1002048,39810.95883,0,29.3731976,7834
1002049,51275.19098,2,6.96348432,8733
1002050,53277.4339,0,12.585959,95522
1002051,157294.2673,1,26.94363673,182720
1002052,5697.912034,2,,16294
1002053,53504.67286,0,18.516154,21464
1002054,91727.23499,1,0.5518847,104662
1002055,116422.7618,1,0.923754246,85865
1002056,192045.0095,3,9.638238694,175013
1002057,2885.699672,2,51.47829533,7963
1002058,42705.11179,0,14.7836425,21338
1002059,50968.45401,2,1.67489693,90189
1002060,86655.58487,1,1.897792735,90886
1002062,92205.30485,0,53.3283337,75325
1002063,310077.5325,2,25.6317987,316075
1002064,57860.79668,0,34.7736227,66458
1002065,54089.42778,1,19.45994613,15681
1002066,19758.27564,1,9.87839754,24833
1002067,101088.1889,1,4.663663631,98414
1002068,79707.04846,0,14.1834143,91560
1002069,43631.17663,1,35.4954696,42419
1002070,18209.28518,1,,15155
1002071,60016.77088,0,17.98533369,66347
1002072,58252.74762,2,6.2835281,71031
1002073,306013.224,0,24.6834799,251887
1002074,22643.71143,2,33.3688179,12932
1002075,66740.6456,3,35.9627515,22954
1002076,13131.9179,1,17.68491499,13059
1002078,123124.177,0,8.92268412,71088
1002079,57413.76852,2,6.19169681,89831
1002081,3863.426866,1,57.29295,16122
1002083,19580.77951,4,4.528547335,9292
1002084,58216.32973,3,33.56213855,83013
1002085,78979.43475,1,11.39832157,53577
1002086,46356.40513,1,9.224953861,3492
1002087,58526.30732,2,,31471
1002088,170606.5308,3,8.567145588,195213
1002089,67887.04628,2,15.354133,30470
1002090,46328.43795,0,37.54118188,79087
1002091,102032.9459,1,8.36852664,103403
1002092,300089.8634,1,3.5114696,264071
1002093,0,0,6.874854391,1893
1002094,110713.8705,1,91.29244136,96713
1002095,0,0,4.266991641,11112
1002096,53495.90233,1,44.289183,61643
1002097,148347.0741,1,1.9512219,103649
1002098,145335.0237,2,,143098
1002099,18097.58324,0,38.958229,12027
1002100,151632.6616,0,18.667872,135195
1002101,105331.572,0,6.546985815,83277
1002102,119633.2217,0,31.86981377,140560
1002103,47910.14738,0,3.716887153,70270
1002104,45717.7711,0,22.7396917,42209
1002105,261239.0924,2,,283330
1002106,210557.405,2,11.9821158,215653
1002108,0,1,98.35634798,22271
1002109,197045.7155,3,24.13464,226756
1002110,48630.61087,0,76.9178768,52668
1002111,13417.83673,1,9.2851175,4663
1002112,23635.65732,1,5.858583945,27533
1002113,0,4,48.879957,21304
1002114,63712.66651,1,29.39191516,31470
1002115,52945.53392,1,17.7562976,15701
1002116,349176.8021,2,48.28171767,351082
1002117,45987.69791,0,27.21727831,29417
1002119,26429.40987,1,1.61933191,69090
1002121,65038.97347,0,12.5267774,60168
1002122,25893.71276,1,16.9583578,15378
1002123,39874.79533,2,61.9976948,16672
1002124,183496.1251,0,17.33346612,182955
1002125,153104.1099,1,3.482153,96599
1002126,40791.82971,2,26.67699475,64162
1002127,0,1,39.5798637,53962
1002129,56743.22147,2,18.1138778,72840
1002130,22462.86751,0,67.5847241,7625
1002131,92084.63697,2,12.611955,112537
1002132,73896.03236,1,2.325252199,39015
1002134,85869.58412,1,22.135363,11192
1002136,73685.69981,1,83.91729727,54864
1002137,7361.294239,0,15.67621785,18986
1002138,63050.65172,1,8.4448244,19649
1002139,0,0,53.43164327,24669
1002140,0,0,8.77953226,68284
1002141,0,1,35.769996,9708
1002143,0,1,1.34297246,32676
1002144,60494.1425,1,32.9494631,58877
1002145,89586.71489,2,41.4562915,95071
1002146,80905.3506,0,6.66646661,52745
1002147,22859.14393,0,35.68265194,52877
1002148,67708.46452,3,0.32715956,118739
1002149,3789.396658,2,21.65955496,4441
1002150,49792.28095,0,54.81932949,21718
1002151,25873.25508,0,45.1599394,2208
1002152,21887.44319,0,61.9442514,11955
1002153,88787.50797,0,4.6275513,128583
1002154,0,3,1.36387372,24191
1002155,74605.23167,0,6.33128198,29602
1002156,66527.3697,0,6.146889752,63391
1002157,0,3,52.2317923,40659
1002158,42093.35645,1,11.96375264,79669
1002159,54406.30128,1,8.3851944,11490
1002160,1703.485325,0,46.67387531,13654
1002161,20180.67991,2,16.22333358,62445
1002162,102603.3165,0,12.25575614,100391
1002163,65774.14111,0,14.6598847,59511
1002164,92179.62657,3,5.416845913,102137
1002165,225561.8301,1,49.89289289,175812
1002166,60337.11162,0,7.62952673,109058
1002167,0,0,3.49678851,24249
1002168,95250.51549,2,37.1315767,81786
1002169,9967.331591,1,5.66552525,15617
1002170,69238.23577,0,7.23194426,31975
1002171,89894.18539,2,46.474627,26685
1002172,167059.3316,0,6.58627167,201322
1002173,112743.6789,0,0.92183447,95639
1002174,102839.4609,0,6.52278915,45744
1002175,28639.83736,0,1.19623154,17630
1002176,85398.40431,1,22.931462,57584
1002177,103376.7899,0,3.36974164,50005
1002178,69846.33433,0,29.16153695,39827
1002179,47969.72647,3,2.98733176,63759
1002180,166408.669,0,25.47125273,196063
1002181,216412.2482,0,8.7715369,253993
1002183,25835.74335,1,17.546935,26430
1002184,25621.4347,2,4.69791659,34526
1002185,231276.2027,2,9.8569724,186308
1002186,95384.35189,1,37.7961951,77135
1002187,80750.79633,1,2.21299494,64283
1002188,136124.4031,1,5.2915284,153787
1002189,0,1,3.2237475,15261
1002190,8281.61574,2,14.1188967,68990
1002192,32746.35842,4,27.527879,4658
1002193,48420.11305,0,1.61378865,19103
1002194,19483.33968,1,0.2128645,52892
1002195,85829.68143,0,28.55612193,82641
1002196,7348.592264,2,21.98295217,8852
1002197,50105.31115,1,0.673168328,23270
1002198,0,1,0.657888266,6925
1002199,79969.51767,2,2.318377,39102
1002200,101465.7302,2,47.24426339,48542
1002201,18843.14577,1,32.86775257,26565
1002202,57659.12271,1,8.89147318,13539
1002203,160119.8198,1,21.2325494,131170
1002204,50778.64138,2,67.34754984,21194
1002205,136959.2767,2,0.7451494,126211
1002206,61746.53518,0,21.2531492,52215
1002207,20090.58856,1,17.227871,9903
1002208,86469.28424,3,19.71584483,74607
1002209,41036.66804,0,0.888536652,3449
1002210,35094.35395,0,23.36859222,9881
1002211,126088.614,0,11.41363137,120520
1002212,88167.13343,0,5.8476377,25584
1002213,7703.138146,0,12.13881,19510
1002214,0,0,29.31315444,29183
1002215,107134.1931,1,15.68522914,90391
1002216,0,2,2.449424843,7091
1002217,43742.66086,2,9.6648226,15365
1002218,13472.32563,2,36.316276,21411
1002219,14426.4261,0,6.465649999,49431
1002220,54647.19479,4,17.2518497,20418
1002221,123757.7164,0,7.63394559,89583
1002222,61161.07917,0,1.6767969,68492
1002223,159902.1,2,17.89651733,171885
1002224,0,0,5.4312515,5978
1002225,128710.15,1,25.7668999,129574
1002228,39923.97284,0,14.31711671,27399
1002230,112908.7537,3,3.7562541,89172
1002231,182392.4887,0,4.6517266,153944
1002232,129488.8425,0,8.211172349,122472
1002233,50873.02135,2,31.95722842,68842
1002234,0,0,4.32273427,568
1002235,48481.02744,1,2.558423,64708
1002236,0,1,7.174666369,15292
1002237,139127.2434,0,15.16431433,146259
1002238,40414.68023,1,,37052
1002239,97028.81242,0,28.9758853,103035
1002240,125987.0631,0,3.37358556,88960
1002241,50974.2231,0,2.459924,47469
1002242,164741.2215,0,35.92665827,150734
1002243,41480.99437,0,23.2581161,24087
1002245,2298.648912,0,1.61467249,25023
1002247,48508.94506,0,43.814265,78146
1002248,51827.26946,0,5.96289934,55006
1002249,47385.4018,1,3.122267157,17072
1002250,74950.9261,0,65.344263,40605
1002251,119751.6405,1,7.49875396,126781
1002252,0,2,4.931439125,7178
1002253,8061.345851,2,8.413651993,19483
1002254,59350.66969,0,28.97951179,27290
1002255,56186.86229,1,1.565859386,59197
1002256,0,1,12.7799489,44069
1002257,26924.78465,1,5.2747229,17131
1002258,77336.67784,3,22.4935233,118056
1002259,25039.78894,1,55.69549667,31651
1002260,54707.68848,2,4.32135988,20144
1002261,75780.76075,2,2.65684237,60202
1002262,64552.16492,0,15.796794,39979
1002263,90544.39003,1,5.11817936,69070
1002264,140276.0218,1,48.47374,134622
1002265,119018.7227,3,12.41341283,129099
1002266,0,1,11.4651885,29868
1002267,0,0,47.61354442,26728
1002268,37057.61293,2,13.747718,6945
1002270,44640.95835,1,2.783126355,54543
1002271,251968.9153,1,1.8592885,227324
1002272,51497.2758,2,1.3251848,58067
1002273,58342.87646,0,47.4653328,73666
1002274,0,0,12.21181286,20160
1002275,0,1,16.51214318,34626
1002276,99797.7127,2,4.335582738,53112
1002278,46223.59272,1,1.895658678,11599
1002279,119668.6652,0,43.8785,112550
1002280,14468.18013,2,75.81895111,46597
1002281,21183.62967,0,1.218363172,35338
1002283,8783.197774,1,4.27289355,26069
1002284,36486.38922,2,0.95537894,35378
1002285,58663.02476,0,28.928448,15891
1002286,1558.321799,1,4.614998,22594
1002287,23200.17021,2,3.77579927,16030
1002288,179479.2299,2,35.54498841,154405
1002289,39215.11452,0,4.98283715,11301
1002291,0,1,15.621727,9873
1002292,47454.5126,2,29.57767279,6198
1002293,133044.1091,0,45.1535662,166032
1002294,72136.37923,1,21.47945122,35124
1002296,0,0,61.5832495,4122
1002297,70916.01035,0,6.87585526,36994
1002298,26985.88344,1,2.93579113,29601
1002299,94161.83216,2,48.6528611,70801
1002300,93960.00875,1,1.767748763,47657
1002302,82584.55331,0,14.823456,103381
1002303,81654.88272,0,15.18595559,128047
1002304,333527.0212,1,7.17922743,376447
1002305,6744.733245,4,26.838428,34867
1002306,36238.09317,0,15.9813331,24009
1002307,54491.28326,0,2.162891177,35069
1002308,37960.60395,0,27.573581,28138
