,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
9272,1001422,P00009342,M,36-45,17,B,3,0,1,16,,4337
9273,1001422,P00045342,M,36-45,17,B,3,0,1,5,17,11799
9274,1001422,P00325742,M,36-45,17,B,3,0,2,9,,6811
9275,1001422,P0096542,M,36-45,17,B,3,0,3,4,12,8046
9276,1001422,P00064042,M,36-45,17,B,3,0,3,4,12,8237
9277,1001422,P00248442,M,36-45,17,B,3,0,3,4,,7943
9278,1001422,P00156842,M,36-45,17,B,3,0,4,5,,2060
9279,1001422,P00151042,M,36-45,17,B,3,0,5,,,5266
9280,1001422,P00288042,M,36-45,17,B,3,0,8,,,8086
9281,1001422,P00253042,M,36-45,17,B,3,0,8,,,5990
9282,1001422,P00253542,M,36-45,17,B,3,0,8,,,7906
9283,1001422,P00124642,M,36-45,17,B,3,0,16,,,12293
9284,1001422,P00313242,M,36-45,17,B,3,0,8,,,6019
9285,1001423,P00106042,M,26-35,4,C,2,1,5,,,7080
9286,1001423,P00333042,M,26-35,4,C,2,1,5,8,,5445
9287,1001423,P00310142,M,26-35,4,C,2,1,5,15,,5205
9288,1001424,P00236542,M,36-45,0,C,2,1,8,11,,7886
9289,1001424,P00223642,M,36-45,0,C,2,1,11,15,,4441
9290,1001425,P00268442,M,0-17,10,B,1,0,8,17,,9873
9291,1001425,P00085942,M,0-17,10,B,1,0,2,4,8,16162
9292,1001425,P0096442,M,0-17,10,B,1,0,4,5,12,2765
9293,1001425,P00220242,M,0-17,10,B,1,0,3,12,,13276
9294,1001425,P00086642,M,0-17,10,B,1,0,8,,,9762
9295,1001425,P00150142,M,0-17,10,B,1,0,8,,,9876
9296,1001425,P00053742,M,0-17,10,B,1,0,5,14,,8874
9297,1001425,P00129342,M,0-17,10,B,1,0,1,5,15,15430
9298,1001425,P00208742,M,0-17,10,B,1,0,1,6,16,15504
9299,1001425,P00072442,M,0-17,10,B,1,0,2,,,13254
9300,1001425,P0095142,M,0-17,10,B,1,0,2,4,,12971
9301,1001425,P0095742,M,0-17,10,B,1,0,4,5,,1501
9302,1001425,P00033542,M,0-17,10,B,1,0,5,,,5210
9303,1001425,P00072842,M,0-17,10,B,1,0,5,8,,3646
9304,1001425,P00351342,M,0-17,10,B,1,0,1,2,16,7898
9305,1001425,P00193542,M,0-17,10,B,1,0,1,2,,15796
9306,1001425,P00184642,M,0-17,10,B,1,0,8,14,,6198
9307,1001425,P00222142,M,0-17,10,B,1,0,5,13,,6903
9308,1001425,P00370442,M,0-17,10,B,1,0,8,,,9703
9309,1001425,P00073642,M,0-17,10,B,1,0,8,,,9696
9310,1001425,P00147742,M,0-17,10,B,1,0,1,16,,11412
9311,1001425,P00084242,M,0-17,10,B,1,0,8,14,,9706
9312,1001425,P00004542,M,0-17,10,B,1,0,5,8,,8654
9313,1001426,P00184942,M,18-25,14,B,3,0,1,8,17,19559
9314,1001426,P00058242,M,18-25,14,B,3,0,3,4,12,10929
9315,1001426,P00051442,M,18-25,14,B,3,0,8,17,,9961
9316,1001426,P00048442,M,18-25,14,B,3,0,5,14,,7089
9317,1001426,P00245642,M,18-25,14,B,3,0,5,11,12,5432
9318,1001426,P00001142,M,18-25,14,B,3,0,5,8,14,5413
9319,1001426,P00017442,M,18-25,14,B,3,0,8,14,,4070
9320,1001426,P00192042,M,18-25,14,B,3,0,5,9,14,6943
9321,1001426,P00275842,M,18-25,14,B,3,0,2,9,15,6726
9322,1001426,P00014542,M,18-25,14,B,3,0,8,,,8045
9323,1001426,P00323942,M,18-25,14,B,3,0,8,15,,7998
9324,1001426,P00348242,M,18-25,14,B,3,0,8,,,6180
9325,1001426,P00128942,M,18-25,14,B,3,0,1,11,,15841
9326,1001426,P00128142,M,18-25,14,B,3,0,1,5,18,11596
9327,1001426,P00354342,M,18-25,14,B,3,0,5,11,,5171
9328,1001426,P00337842,M,18-25,14,B,3,0,5,,,6974
9329,1001426,P00024042,M,18-25,14,B,3,0,7,,,21062
9330,1001427,P00306242,M,26-35,12,C,2,0,3,4,,7922
9331,1001427,P00297442,M,26-35,12,C,2,0,2,15,,6907
9332,1001427,P00216342,M,26-35,12,C,2,0,3,4,5,13401
9333,1001427,P00255742,M,26-35,12,C,2,0,3,4,,7977
9334,1001427,P00058242,M,26-35,12,C,2,0,3,4,12,13541
9335,1001428,P00368642,F,46-50,11,C,2,1,11,15,,7485
9336,1001428,P00198042,F,46-50,11,C,2,1,11,16,,7451
9337,1001429,P00053842,F,36-45,3,C,4+,0,4,5,12,1368
9338,1001430,P00304042,M,18-25,4,B,2,1,5,,,7115
9339,1001430,P00003942,M,18-25,4,B,2,1,5,14,,5222
9340,1001430,P00251442,M,18-25,4,B,2,1,5,,,5286
9341,1001430,P00230942,M,18-25,4,B,2,1,5,14,,8707
9342,1001430,P00112842,M,18-25,4,B,2,1,8,17,,9932
9343,1001430,P00324942,M,18-25,4,B,2,1,5,,,7036
9344,1001430,P00135742,M,18-25,4,B,2,1,6,8,,16582
9345,1001430,P00293242,M,18-25,4,B,2,1,8,16,,7874
9346,1001432,P00247142,M,36-45,1,C,2,1,8,15,16,5872
9347,1001433,P00157642,F,18-25,14,C,1,0,1,14,16,19464
9348,1001433,P00142942,F,18-25,14,C,1,0,1,2,16,11439
9349,1001433,P00160942,F,18-25,14,C,1,0,1,16,,12052
9350,1001433,P00047242,F,18-25,14,C,1,0,1,5,,12075
9351,1001434,P00267542,F,0-17,10,A,0,0,1,16,,19346
9352,1001434,P00016542,F,0-17,10,A,0,0,1,6,16,15905
9353,1001434,P00181342,F,0-17,10,A,0,0,11,,,6032
9354,1001434,P00232042,F,0-17,10,A,0,0,11,,,6134
9355,1001434,P00220442,F,0-17,10,A,0,0,5,14,,1729
9356,1001434,P0095742,F,0-17,10,A,0,0,4,5,,2786
9357,1001434,P00130842,F,0-17,10,A,0,0,5,14,,1826
9358,1001434,P00042242,F,0-17,10,A,0,0,5,15,,1850
9359,1001434,P00023342,F,0-17,10,A,0,0,3,4,5,8254
9360,1001434,P00180342,F,0-17,10,A,0,0,11,,,6072
9361,1001436,P00173242,F,51-55,6,B,1,1,5,,,6853
9362,1001436,P00317842,F,51-55,6,B,1,1,8,,,8079
9363,1001436,P00286642,F,51-55,6,B,1,1,11,14,,6010
9364,1001436,P00277642,F,51-55,6,B,1,1,2,3,10,13098
9365,1001437,P00308242,M,51-55,3,C,4+,0,5,8,14,1849
9366,1001437,P00323942,M,51-55,3,C,4+,0,8,15,,8026
9367,1001437,P00088942,M,51-55,3,C,4+,0,8,,,10006
9368,1001437,P00102342,M,51-55,3,C,4+,0,8,14,17,9748
9369,1001437,P00288642,M,51-55,3,C,4+,0,16,,,20263
9370,1001437,P00252542,M,51-55,3,C,4+,0,8,,,9704
9371,1001437,P00188742,M,51-55,3,C,4+,0,8,14,17,9714
9372,1001438,P00307342,M,18-25,2,C,0,0,8,,,10046
9373,1001439,P00050242,M,36-45,3,C,1,1,8,,,9995
9374,1001439,P00117642,M,36-45,3,C,1,1,10,16,,19161
9375,1001440,P00126042,M,36-45,12,C,1,0,8,14,,4180
9376,1001440,P00028542,M,36-45,12,C,1,0,6,8,14,12719
9377,1001440,P00111042,M,36-45,12,C,1,0,15,,,21503
9378,1001440,P00178142,M,36-45,12,C,1,0,8,17,,6138
9379,1001440,P00295442,M,36-45,12,C,1,0,8,,,8059
9380,1001440,P00199442,M,36-45,12,C,1,0,5,9,,5239
9381,1001440,P00243942,M,36-45,12,C,1,0,1,2,15,4085
9382,1001440,P00071442,M,36-45,12,C,1,0,15,17,,21249
9383,1001441,P00025442,M,36-45,16,C,3,1,1,2,9,11579
9384,1001441,P00002142,M,36-45,16,C,3,1,1,5,8,19059
9385,1001441,P00156742,M,36-45,16,C,3,1,5,6,8,8852
9386,1001442,P00183142,M,18-25,2,A,3,0,15,,,21530
9387,1001442,P00345842,M,18-25,2,A,3,0,2,8,14,6774
9388,1001442,P00274942,M,18-25,2,A,3,0,8,,,7831
9389,1001442,P00216842,M,18-25,2,A,3,0,8,,,9777
9390,1001442,P00190142,M,18-25,2,A,3,0,3,4,5,2647
9391,1001442,P00144042,M,18-25,2,A,3,0,2,3,4,3514
9392,1001442,P00137642,M,18-25,2,A,3,0,3,4,12,3143
9393,1001443,P00083942,M,36-45,2,C,0,1,12,14,,1043
9394,1001443,P00112442,M,36-45,2,C,0,1,6,8,,16238
9395,1001443,P00255742,M,36-45,2,C,0,1,3,4,,13655
9396,1001444,P00334242,F,26-35,4,B,1,0,1,8,,19010
9397,1001446,P00085542,M,36-45,12,B,4+,1,5,14,,8902
9398,1001446,P00287842,M,36-45,12,B,4+,1,8,18,,9931
9399,1001447,P00294442,M,18-25,4,A,0,0,3,4,12,13210
9400,1001447,P00181842,M,18-25,4,A,0,0,11,,,4667
9401,1001447,P00249542,M,18-25,4,A,0,0,1,5,15,15183
9402,1001447,P00237842,M,18-25,4,A,0,0,5,,,5416
9403,1001447,P00112642,M,18-25,4,A,0,0,1,2,5,15450
9404,1001447,P00243242,M,18-25,4,A,0,0,11,14,,5985
9405,1001447,P00181342,M,18-25,4,A,0,0,11,,,3226
9406,1001447,P00246142,M,18-25,4,A,0,0,1,15,17,15260
9407,1001447,P00365242,M,18-25,4,A,0,0,5,8,,8720
9408,1001447,P00119742,M,18-25,4,A,0,0,5,8,12,7067
9409,1001447,P00177842,M,18-25,4,A,0,0,8,,,10035
9410,1001447,P00052242,M,18-25,4,A,0,0,8,,,8056
9411,1001447,P00303242,M,18-25,4,A,0,0,5,8,,7101
9412,1001447,P00302942,M,18-25,4,A,0,0,8,,,6093
9413,1001447,P00014842,M,18-25,4,A,0,0,1,2,5,7685
9414,1001447,P0096842,M,18-25,4,A,0,0,3,4,12,13264
9415,1001447,P00177242,M,18-25,4,A,0,0,12,,,691
9416,1001447,P0099742,M,18-25,4,A,0,0,3,4,5,5367
9417,1001447,P00331942,M,18-25,4,A,0,0,5,,,3729
9418,1001447,P00323442,M,18-25,4,A,0,0,5,9,,5265
9419,1001447,P00218642,M,18-25,4,A,0,0,5,,,3717
9420,1001447,P00185642,M,18-25,4,A,0,0,4,5,,798
9421,1001447,P00207642,M,18-25,4,A,0,0,2,5,,6974
9422,1001447,P00161442,M,18-25,4,A,0,0,5,14,,5183
9423,1001447,P00034442,M,18-25,4,A,0,0,1,14,16,15673
9424,1001447,P00346442,M,18-25,4,A,0,0,1,2,14,12033
9425,1001447,P00016042,M,18-25,4,A,0,0,1,16,,15213
9426,1001447,P00119642,M,18-25,4,A,0,0,1,2,8,19618
9427,1001447,P00208342,M,18-25,4,A,0,0,1,16,,12004
9428,1001447,P00234642,M,18-25,4,A,0,0,1,6,8,7801
9429,1001447,P00044642,M,18-25,4,A,0,0,1,,,4125
9430,1001447,P00169042,M,18-25,4,A,0,0,1,16,,4339
9431,1001447,P00145742,M,18-25,4,A,0,0,1,2,,8074
9432,1001447,P00222642,M,18-25,4,A,0,0,5,,,3765
9433,1001447,P00036142,M,18-25,4,A,0,0,5,,,5173
9434,1001447,P00226842,M,18-25,4,A,0,0,11,,,4657
9435,1001447,P00282642,M,18-25,4,A,0,0,5,,,5265
9436,1001447,P00002342,M,18-25,4,A,0,0,16,,,8074
9437,1001447,P00193642,M,18-25,4,A,0,0,2,3,4,6602
9438,1001448,P00181542,F,26-35,3,A,1,0,11,16,,5993
9439,1001448,P00367242,F,26-35,3,A,1,0,11,,,3073
9440,1001448,P00102642,F,26-35,3,A,1,0,4,8,9,2775
9441,1001448,P00049642,F,26-35,3,A,1,0,8,14,,9868
9442,1001448,P00177642,F,26-35,3,A,1,0,8,,,9884
9443,1001448,P00177742,F,26-35,3,A,1,0,8,,,7825
9444,1001448,P00005742,F,26-35,3,A,1,0,8,14,,8014
9445,1001448,P00295442,F,26-35,3,A,1,0,8,,,7916
9446,1001448,P00036342,F,26-35,3,A,1,0,5,8,,8741
9447,1001448,P00052442,F,26-35,3,A,1,0,5,8,,5273
9448,1001448,P00248142,F,26-35,3,A,1,0,5,,,7114
9449,1001448,P00243942,F,26-35,3,A,1,0,1,2,15,15501
9450,1001448,P00028442,F,26-35,3,A,1,0,1,8,16,19068
9451,1001448,P00241542,F,26-35,3,A,1,0,1,6,,15251
9452,1001448,P00194642,F,26-35,3,A,1,0,1,6,13,11935
9453,1001448,P00226642,F,26-35,3,A,1,0,5,6,,5424
9454,1001448,P00127242,F,26-35,3,A,1,0,1,16,,11625
9455,1001448,P00020142,F,26-35,3,A,1,0,7,,,16605
9456,1001448,P00045942,F,26-35,3,A,1,0,5,8,,3580
9457,1001448,P00124242,F,26-35,3,A,1,0,11,14,,5985
9458,1001448,P00346442,F,26-35,3,A,1,0,1,2,14,8183
9459,1001448,P00215642,F,26-35,3,A,1,0,8,,,9920
9460,1001448,P00100842,F,26-35,3,A,1,0,5,,,6937
9461,1001448,P00227142,F,26-35,3,A,1,0,5,,,7146
9462,1001448,P00259142,F,26-35,3,A,1,0,5,,,6908
9463,1001448,P00198142,F,26-35,3,A,1,0,2,4,9,12718
9464,1001448,P00207342,F,26-35,3,A,1,0,5,8,14,7060
9465,1001448,P00220842,F,26-35,3,A,1,0,4,8,,2841
9466,1001448,P00101742,F,26-35,3,A,1,0,12,14,,1417
9467,1001448,P00218042,F,26-35,3,A,1,0,5,,,1853
9468,1001448,P00267242,F,26-35,3,A,1,0,11,,,4468
9469,1001448,P00266042,F,26-35,3,A,1,0,8,,,9703
9470,1001448,P00192942,F,26-35,3,A,1,0,5,,,8720
9471,1001449,P00010742,M,36-45,20,A,1,1,1,8,17,12096
9472,1001449,P00366242,M,36-45,20,A,1,1,11,,,1621
9473,1001449,P00241642,M,36-45,20,A,1,1,1,2,11,11553
9474,1001449,P00260042,M,36-45,20,A,1,1,5,8,,6898
9475,1001449,P00057542,M,36-45,20,A,1,1,3,4,5,8148
9476,1001449,P00195742,M,36-45,20,A,1,1,3,4,,11077
9477,1001449,P00198142,M,36-45,20,A,1,1,2,4,9,9531
9478,1001449,P00030942,M,36-45,20,A,1,1,4,5,9,800
9479,1001449,P0094642,M,36-45,20,A,1,1,4,5,,2107
9480,1001449,P00346242,M,36-45,20,A,1,1,1,15,,15688
9481,1001449,P00273142,M,36-45,20,A,1,1,8,,,8074
9482,1001449,P00199442,M,36-45,20,A,1,1,5,9,,7039
9483,1001449,P00118442,M,36-45,20,A,1,1,1,2,,8335
9484,1001449,P00220542,M,36-45,20,A,1,1,8,,,6184
9485,1001449,P00105342,M,36-45,20,A,1,1,1,2,15,15756
9486,1001449,P00331942,M,36-45,20,A,1,1,5,,,7103
9487,1001449,P00346042,M,36-45,20,A,1,1,6,8,15,12176
9488,1001449,P00119942,M,36-45,20,A,1,1,8,14,,5868
9489,1001449,P00359242,M,36-45,20,A,1,1,1,5,17,15361
9490,1001449,P00015742,M,36-45,20,A,1,1,7,,,16568
9491,1001449,P0099842,M,36-45,20,A,1,1,5,12,14,7193
9492,1001449,P00031842,M,36-45,20,A,1,1,1,5,12,11468
9493,1001449,P00048042,M,36-45,20,A,1,1,1,6,8,11925
9494,1001449,P00076442,M,36-45,20,A,1,1,1,2,,11794
9495,1001449,P00206442,M,36-45,20,A,1,1,1,5,9,4235
9496,1001449,P00359742,M,36-45,20,A,1,1,1,5,,7673
9497,1001449,P00004742,M,36-45,20,A,1,1,6,16,,16171
9498,1001449,P00241542,M,36-45,20,A,1,1,1,6,,8153
9499,1001449,P00329242,M,36-45,20,A,1,1,5,14,,5205
9500,1001449,P00337542,M,36-45,20,A,1,1,5,14,,5344
9501,1001449,P00140742,M,36-45,20,A,1,1,1,15,,12016
9502,1001449,P00304642,M,36-45,20,A,1,1,2,14,15,6403
9503,1001449,P00274442,M,36-45,20,A,1,1,1,18,,15875
9504,1001449,P00208342,M,36-45,20,A,1,1,1,16,,7841
9505,1001449,P00216942,M,36-45,20,A,1,1,5,,,7117
9506,1001449,P00341342,M,36-45,20,A,1,1,1,8,17,11822
9507,1001449,P00274142,M,36-45,20,A,1,1,1,,,11804
9508,1001449,P00108342,M,36-45,20,A,1,1,1,,,4361
9509,1001449,P00281042,M,36-45,20,A,1,1,5,,,7015
9510,1001449,P00083942,M,36-45,20,A,1,1,12,14,,1086
9511,1001449,P00120642,M,36-45,20,A,1,1,5,,,3578
9512,1001449,P00319442,M,36-45,20,A,1,1,8,,,6181
9513,1001449,P00210642,M,36-45,20,A,1,1,8,14,,4158
9514,1001449,P00174342,M,36-45,20,A,1,1,8,,,5914
9515,1001449,P00208042,M,36-45,20,A,1,1,8,,,2128
9516,1001449,P00009142,M,36-45,20,A,1,1,5,14,,3723
9517,1001449,P00193942,M,36-45,20,A,1,1,11,,,1538
9518,1001449,P00067142,M,36-45,20,A,1,1,5,,,5322
9519,1001449,P00184842,M,36-45,20,A,1,1,5,6,,1793
9520,1001449,P00068142,M,36-45,20,A,1,1,5,,,5342
9521,1001449,P00267842,M,36-45,20,A,1,1,5,14,,2004
9522,1001449,P00219142,M,36-45,20,A,1,1,5,,,1828
9523,1001450,P00327842,M,18-25,4,B,2,1,8,16,,7934
9524,1001450,P00249642,M,18-25,4,B,2,1,3,5,,5770
9525,1001450,P00178942,M,18-25,4,B,2,1,5,8,,5214
9526,1001450,P00190142,M,18-25,4,B,2,1,3,4,5,10778
9527,1001450,P00263142,M,18-25,4,B,2,1,5,,,5469
9528,1001450,P00171642,M,18-25,4,B,2,1,5,8,14,3753
9529,1001450,P00134942,M,18-25,4,B,2,1,5,14,,5304
9530,1001450,P00157942,M,18-25,4,B,2,1,8,,,2122
9531,1001451,P00154242,M,36-45,20,B,0,0,8,,,10040
9532,1001451,P00247042,M,36-45,20,B,0,0,5,14,,6854
9533,1001451,P00034742,M,36-45,20,B,0,0,5,14,17,8790
9534,1001451,P00286642,M,36-45,20,B,0,0,11,14,,5921
9535,1001451,P00052142,M,36-45,20,B,0,0,8,14,,6125
9536,1001451,P00042742,M,36-45,20,B,0,0,5,14,,7104
9537,1001451,P00120142,M,36-45,20,B,0,0,5,,,8649
9538,1001451,P00336942,M,36-45,20,B,0,0,5,,,8625
9539,1001451,P00035942,M,36-45,20,B,0,0,1,5,18,11680
9540,1001451,P00145742,M,36-45,20,B,0,0,1,2,,12069
9541,1001451,P00112842,M,36-45,20,B,0,0,8,17,,10037
9542,1001451,P00046142,M,36-45,20,B,0,0,1,16,,15524
9543,1001451,P00129542,M,36-45,20,B,0,0,8,14,,6017
9544,1001451,P00192942,M,36-45,20,B,0,0,5,,,8759
9545,1001451,P00273542,M,36-45,20,B,0,0,8,14,,5935
9546,1001451,P00003142,M,36-45,20,B,0,0,8,,,7882
9547,1001451,P00223942,M,36-45,20,B,0,0,5,8,,5346
9548,1001451,P00216342,M,36-45,20,B,0,0,3,4,5,8411
9549,1001451,P00084042,M,36-45,20,B,0,0,12,14,,1771
9550,1001451,P00184242,M,36-45,20,B,0,0,9,15,,18339
9551,1001451,P00331442,M,36-45,20,B,0,0,8,,,7969
9552,1001451,P00120942,M,36-45,20,B,0,0,8,,,7833
9553,1001451,P00253242,M,36-45,20,B,0,0,5,,,8619
9554,1001451,P00335242,M,36-45,20,B,0,0,5,8,,7160
9555,1001451,P00191642,M,36-45,20,B,0,0,3,4,12,10880
9556,1001451,P00226742,M,36-45,20,B,0,0,11,,,3092
9557,1001451,P00179242,M,36-45,20,B,0,0,11,,,1738
9558,1001451,P00257842,M,36-45,20,B,0,0,11,,,4520
9559,1001451,P00123542,M,36-45,20,B,0,0,11,,,5937
9560,1001454,P00026042,M,18-25,4,C,2,0,8,14,17,7972
9561,1001455,P00210042,F,46-50,0,B,1,1,8,14,,8058
9562,1001455,P00005742,F,46-50,0,B,1,1,8,14,,5819
9563,1001457,P00110842,M,26-35,1,B,1,1,1,2,5,15420
9564,1001457,P00113242,M,26-35,1,B,1,1,1,6,8,15352
9565,1001457,P00003942,M,26-35,1,B,1,1,5,14,,5335
9566,1001457,P00115242,M,26-35,1,B,1,1,5,8,,6877
9567,1001457,P00241642,M,26-35,1,B,1,1,1,2,11,8202
9568,1001457,P00147942,M,26-35,1,B,1,1,1,16,,19612
9569,1001457,P00211142,M,26-35,1,B,1,1,5,,,6893
9570,1001457,P00115542,M,26-35,1,B,1,1,8,,,9984
9571,1001457,P00052242,M,26-35,1,B,1,1,8,,,7989
9572,1001457,P00335942,M,26-35,1,B,1,1,8,,,9988
9573,1001457,P00336942,M,26-35,1,B,1,1,5,,,6936
9574,1001457,P00005142,M,26-35,1,B,1,1,5,,,6865
9575,1001457,P00178642,M,26-35,1,B,1,1,5,15,,3627
9576,1001457,P00058442,M,26-35,1,B,1,1,5,14,,7039
9577,1001458,P00330242,M,0-17,0,B,2,0,5,,,3562
9578,1001458,P00025442,M,0-17,0,B,2,0,1,2,9,19300
9579,1001459,P00220442,F,26-35,0,C,0,0,5,14,,8616
9580,1001460,P00034742,F,18-25,4,C,3,1,5,14,17,8765
9581,1001460,P00237542,F,18-25,4,C,3,1,1,15,16,18968
9582,1001460,P00046742,F,18-25,4,C,3,1,1,2,15,19653
9583,1001461,P00179342,F,46-50,0,B,2,1,11,,,3124
9584,1001461,P00116142,F,46-50,0,B,2,1,10,13,16,18503
9585,1001463,P00117942,M,51-55,16,C,4+,1,5,15,,8841
9586,1001463,P00295842,M,51-55,16,C,4+,1,5,8,,5326
9587,1001464,P00201442,M,36-45,12,C,3,1,1,6,8,19704
9588,1001464,P00289242,M,36-45,12,C,3,1,1,8,,15350
9589,1001465,P00239242,M,51-55,16,B,4+,1,5,8,14,7176
9590,1001465,P00117442,M,51-55,16,B,4+,1,5,14,,5286
9591,1001465,P00075542,M,51-55,16,B,4+,1,8,13,,5971
9592,1001465,P00051642,M,51-55,16,B,4+,1,8,,,6179
9593,1001465,P00160342,M,51-55,16,B,4+,1,8,,,7970
9594,1001465,P00001042,M,51-55,16,B,4+,1,1,2,16,12070
9595,1001465,P00062842,M,51-55,16,B,4+,1,1,2,13,15383
9596,1001465,P00154042,M,51-55,16,B,4+,1,1,2,15,7952
9597,1001465,P00026742,M,51-55,16,B,4+,1,8,11,,6069
9598,1001465,P00137242,M,51-55,16,B,4+,1,5,,,5440
9599,1001465,P00249542,M,51-55,16,B,4+,1,1,5,15,8107
9600,1001465,P00240042,M,51-55,16,B,4+,1,5,,,5422
9601,1001465,P00042542,M,51-55,16,B,4+,1,1,5,,8275
9602,1001465,P00249742,M,51-55,16,B,4+,1,1,15,18,7629
9603,1001465,P00145642,M,51-55,16,B,4+,1,1,8,17,4239
9604,1001465,P00271142,M,51-55,16,B,4+,1,5,,,6914
9605,1001465,P00120042,M,51-55,16,B,4+,1,1,2,,19268
9606,1001465,P00152742,M,51-55,16,B,4+,1,5,,,7145
9607,1001465,P00295442,M,51-55,16,B,4+,1,8,,,7843
9608,1001465,P00280742,M,51-55,16,B,4+,1,6,8,,12470
9609,1001465,P00101042,M,51-55,16,B,4+,1,5,12,,8595
9610,1001465,P00277442,M,51-55,16,B,4+,1,1,6,15,11772
9611,1001465,P00184242,M,51-55,16,B,4+,1,9,15,,18264
9612,1001465,P00179542,M,51-55,16,B,4+,1,11,,,2973
9613,1001465,P00145742,M,51-55,16,B,4+,1,1,2,,11541
9614,1001465,P00321042,M,51-55,16,B,4+,1,1,17,,15672
9615,1001465,P00100442,M,51-55,16,B,4+,1,2,4,5,9599
9616,1001465,P00124842,M,51-55,16,B,4+,1,11,,,4445
9617,1001465,P00281942,M,51-55,16,B,4+,1,15,,,16740
9618,1001465,P00352742,M,51-55,16,B,4+,1,1,,,11752
9619,1001465,P00110642,M,51-55,16,B,4+,1,5,,,8885
9620,1001465,P00215442,M,51-55,16,B,4+,1,15,16,,12497
9621,1001465,P00092142,M,51-55,16,B,4+,1,8,,,7995
9622,1001465,P00308642,M,51-55,16,B,4+,1,18,,,3116
9623,1001465,P00246842,M,51-55,16,B,4+,1,17,,,10347
9624,1001465,P00314042,M,51-55,16,B,4+,1,14,18,,14876
9625,1001465,P00340342,M,51-55,16,B,4+,1,1,8,17,15605
9626,1001466,P00031042,M,18-25,4,C,3,1,8,,,9828
9627,1001466,P00194442,M,18-25,4,C,3,1,5,,,5345
9628,1001466,P00110842,M,18-25,4,C,3,1,1,2,5,15294
9629,1001466,P00177542,M,18-25,4,C,3,1,1,8,,19499
9630,1001466,P00113142,M,18-25,4,C,3,1,1,5,12,19346
9631,1001466,P00118442,M,18-25,4,C,3,1,1,2,,15886
9632,1001466,P00130742,M,18-25,4,C,3,1,1,14,17,11597
9633,1001466,P00000642,M,18-25,4,C,3,1,1,6,16,15719
9634,1001466,P00182242,M,18-25,4,C,3,1,1,5,6,15909
9635,1001466,P00192542,M,18-25,4,C,3,1,1,2,9,3894
9636,1001467,P00250242,M,26-35,5,C,2,0,5,,,8808
9637,1001467,P00278642,M,26-35,5,C,2,0,5,,,5230
9638,1001467,P00351142,M,26-35,5,C,2,0,1,8,17,11796
9639,1001467,P00351042,M,26-35,5,C,2,0,5,,,7007
9640,1001467,P00251942,M,26-35,5,C,2,0,1,2,5,11432
9641,1001467,P00355642,M,26-35,5,C,2,0,16,,,12107
9642,1001468,P00280842,M,0-17,14,B,1,0,1,8,,15205
9643,1001468,P00034042,M,0-17,14,B,1,0,1,2,16,11811
9644,1001469,P00239642,M,55+,20,C,1,0,5,,,5351
9645,1001469,P00116542,M,55+,20,C,1,0,5,17,,8724
9646,1001469,P00114042,M,55+,20,C,1,0,5,14,,8575
9647,1001469,P00089142,M,55+,20,C,1,0,5,,,7154
9648,1001470,P00117042,M,18-25,4,A,1,1,1,2,5,11649
9649,1001470,P00108442,M,18-25,4,A,1,1,5,,,7078
9650,1001470,P00365642,M,18-25,4,A,1,1,5,8,,8880
9651,1001470,P00342342,M,18-25,4,A,1,1,11,15,16,1715
9652,1001470,P00328442,M,18-25,4,A,1,1,5,14,,3572
9653,1001470,P00326542,M,18-25,4,A,1,1,5,,,1933
9654,1001470,P00236042,M,18-25,4,A,1,1,5,,,3763
9655,1001470,P00188542,M,18-25,4,A,1,1,5,8,14,6932
9656,1001470,P00352242,M,18-25,4,A,1,1,1,6,16,8246
9657,1001470,P00076442,M,18-25,4,A,1,1,1,2,,11556
9658,1001470,P00012542,M,18-25,4,A,1,1,5,14,,3670
9659,1001470,P00287542,M,18-25,4,A,1,1,8,,,2284
9660,1001470,P00123142,M,18-25,4,A,1,1,11,,,1659
9661,1001470,P00004442,M,18-25,4,A,1,1,1,2,,15355
9662,1001470,P00212542,M,18-25,4,A,1,1,8,14,,6156
9663,1001470,P00298542,M,18-25,4,A,1,1,16,,,8772
9664,1001470,P00009742,M,18-25,4,A,1,1,7,,,4861
9665,1001470,P00029342,M,18-25,4,A,1,1,8,14,,4138
9666,1001470,P00306042,M,18-25,4,A,1,1,2,8,,10136
9667,1001470,P00213042,M,18-25,4,A,1,1,1,2,15,11647
9668,1001470,P00238042,M,18-25,4,A,1,1,8,,,2285
9669,1001470,P00168542,M,18-25,4,A,1,1,5,,,5324
9670,1001470,P0098342,M,18-25,4,A,1,1,1,2,,15521
9671,1001470,P00289442,M,18-25,4,A,1,1,8,,,2308
9672,1001470,P00327542,M,18-25,4,A,1,1,5,,,5207
9673,1001470,P00177342,M,18-25,4,A,1,1,8,,,6173
9674,1001472,P00110742,M,26-35,7,C,1,0,1,2,8,15641
9675,1001472,P00025442,M,26-35,7,C,1,0,1,2,9,11373
9676,1001472,P0097242,M,26-35,7,C,1,0,1,16,,15384
9677,1001472,P00111142,M,26-35,7,C,1,0,1,15,16,19484
9678,1001472,P00113342,M,26-35,7,C,1,0,1,8,17,11585
9679,1001472,P00010942,M,26-35,7,C,1,0,1,2,6,19003
